"legacy_path","canonical_path","hash","bytes","kind","replacement_type","poster_path","video_webm_path","video_mp4_path","backup_path","preserve_original_in_repo","referenced","included_in_live_site"
"uploads/9/1/6/0/91600416/picture6_orig.png","/media/images/picture6-1.png","51E362F679D8CCF94AF05DEEECDB49A8F0BB533B95B5C92672367B316A21AFC5","11423","image","deduped","","","","","False","False","True"
"uploads/9/1/6/0/91600416/placebo.png","/media/images/placebo.png","A0911143161220958D8767937C1A35E00C40C4119E407704BD31FA656397C2B9","21699","image","same","","","","","False","True","True"
"uploads/9/1/6/0/91600416/plane_orig.png","/media/images/plane-orig.png","21579FC7BD6CD4C2B9B81DF1741598E0655C5C208DF85052FBC9BF9A79A683F1","22779","image","same","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_1.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","same","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_1_orig.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_2.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_2_orig.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_3.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg_3_orig.png","/media/images/portrait-1-format-carre-4-jpg-1.png","3482D2A37173474ADAA954788867A8D2AF85A0258E4968F7E7D6473EE3A09146","110415","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","False","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_1.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","same","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_10.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_12.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_2.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_5.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_6.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_7.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
"uploads/9/1/6/0/91600416/portrait-1-format-carre-4-jpg-1-orig_8.png","/media/images/portrait-1-format-carre-4-jpg-1-orig-1.png","E9FA33A218955672520B18AAD8B92027B4ECC87B31F171EED37911529EAD9F72","110365","image","deduped","","","","","False","True","True"
